?targetProperty	?superDomainLabel	?domainLabel	?targetPropertyLabel	?rangeLabel	?superRangeLabel	?otherProperty	?otherDomainLabel	?otherPropertyLabel	?otherRangeLabel
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"independent continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"independent continuant"@en	<http://purl.obolibrary.org/obo/RO_0001025>	"independent continuant"@en	"located in"@en	"independent continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"independent continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"independent continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_predecessor_of>	"independent continuant"@en	"is predecessor of"@en	"independent continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"independent continuant"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"independent continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_successor_of>	"independent continuant"@en	"is successor of"@en	"independent continuant"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"material entity"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"material entity"@en	<http://purl.obolibrary.org/obo/BFO_0000115>	"material entity"@en	"has member part at some time"@en	"material entity"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"material entity"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"material entity"@en	<http://purl.obolibrary.org/obo/BFO_0000129>	"material entity"@en	"member part of at some time"@en	"material entity"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"material entity"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"material entity"@en	<http://purl.obolibrary.org/obo/BFO_0000172>	"material entity"@en	"has member part at all times"@en	"material entity"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"material entity"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"material entity"@en	<http://purl.obolibrary.org/obo/BFO_0000173>	"material entity"@en	"member part of at all times"@en	"material entity"@en
<http://www.w3.org/ns/prov#actedOnBehalfOf>	"material entity"@en	"Agent"	"actedOnBehalfOf"	"Agent"	"independent continuant"@en	<http://purl.obolibrary.org/obo/RO_0001018>	"material entity"@en	"contained in"@en	"independent continuant"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000062>	"occurrent"@en	"preceded by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000063>	"occurrent"@en	"precedes"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000117>	"occurrent"@en	"has occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000118>	"occurrent"@en	"has proper occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000121>	"occurrent"@en	"has temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000132>	"occurrent"@en	"occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000136>	"occurrent"@en	"proper temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000138>	"occurrent"@en	"proper occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000139>	"occurrent"@en	"temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000181>	"occurrent"@en	"has proper temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/caused_by>	"occurrent"@en	"caused by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"occurrent"@en	"ActivityInfluence"	"activity"	"Activity"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_cause_of>	"occurrent"@en	"is cause of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#activity>	"process"@en	"ActivityInfluence"	"activity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/disrupts>	"process"@en	"disrupts"@en	"process"@en
<http://www.w3.org/ns/prov#activity>	"process"@en	"ActivityInfluence"	"activity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_process_part>	"process"@en	"has process part"@en	"process"@en
<http://www.w3.org/ns/prov#activity>	"process"@en	"ActivityInfluence"	"activity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_disrupted_by>	"process"@en	"is disrupted by"@en	"process"@en
<http://www.w3.org/ns/prov#activity>	"process"@en	"ActivityInfluence"	"activity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_part_of_process>	"process"@en	"is part of process"@en	"process"@en
<http://www.w3.org/ns/prov#agent>	"occurrent"@en	"AgentInfluence"	"agent"	"Agent"	"independent continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000066>	"occurrent"@en	"occurs in"@en	"independent continuant"@en
<http://www.w3.org/ns/prov#agent>	"occurrent"@en	"AgentInfluence"	"agent"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#agent>	"process"@en	"AgentInfluence"	"agent"	"Agent"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#agent>	"process"@en	"AgentInfluence"	"agent"	"Agent"	"material entity"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_accessory>	"process"@en	"has accessory"@en	"material entity"@en
<http://www.w3.org/ns/prov#agent>	"process"@en	"AgentInfluence"	"agent"	"Agent"	"material entity"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_accomplice>	"process"@en	"has accomplice"@en	"material entity"@en
<http://www.w3.org/ns/prov#agent>	"process"@en	"AgentInfluence"	"agent"	"Agent"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#agent>	"process"@en	"AgentInfluence"	"agent"	"Agent"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#alternateOf>	"continuant"@en	"Entity"	"alternateOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#entity>	"occurrent"@en	"EntityInfluence"	"entity"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#entity>	"process"@en	"EntityInfluence"	"entity"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#entity>	"process"@en	"EntityInfluence"	"entity"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#entity>	"process"@en	"EntityInfluence"	"entity"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#generated>	"occurrent"@en	"Activity"	"generated"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#generated>	"process"@en	"Activity"	"generated"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#generated>	"process"@en	"Activity"	"generated"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#generated>	"process"@en	"Activity"	"generated"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000062>	"occurrent"@en	"preceded by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000063>	"occurrent"@en	"precedes"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000117>	"occurrent"@en	"has occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000118>	"occurrent"@en	"has proper occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000121>	"occurrent"@en	"has temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000132>	"occurrent"@en	"occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000136>	"occurrent"@en	"proper temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000138>	"occurrent"@en	"proper occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000139>	"occurrent"@en	"temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000181>	"occurrent"@en	"has proper temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/caused_by>	"occurrent"@en	"caused by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"occurrent"@en	"Influence"	"hadActivity"	"Activity"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_cause_of>	"occurrent"@en	"is cause of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadActivity>	"process"@en	"Influence"	"hadActivity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/disrupts>	"process"@en	"disrupts"@en	"process"@en
<http://www.w3.org/ns/prov#hadActivity>	"process"@en	"Influence"	"hadActivity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_process_part>	"process"@en	"has process part"@en	"process"@en
<http://www.w3.org/ns/prov#hadActivity>	"process"@en	"Influence"	"hadActivity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_disrupted_by>	"process"@en	"is disrupted by"@en	"process"@en
<http://www.w3.org/ns/prov#hadActivity>	"process"@en	"Influence"	"hadActivity"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_part_of_process>	"process"@en	"is part of process"@en	"process"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000062>	"occurrent"@en	"preceded by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000063>	"occurrent"@en	"precedes"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000117>	"occurrent"@en	"has occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000118>	"occurrent"@en	"has proper occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000121>	"occurrent"@en	"has temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000132>	"occurrent"@en	"occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000136>	"occurrent"@en	"proper temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000138>	"occurrent"@en	"proper occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000139>	"occurrent"@en	"temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000181>	"occurrent"@en	"has proper temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/caused_by>	"occurrent"@en	"caused by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"occurrent"@en	"Derivation"	"hadGeneration"	"Generation"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_cause_of>	"occurrent"@en	"is cause of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadGeneration>	"process"@en	"Derivation"	"hadGeneration"	"Generation"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/disrupts>	"process"@en	"disrupts"@en	"process"@en
<http://www.w3.org/ns/prov#hadGeneration>	"process"@en	"Derivation"	"hadGeneration"	"Generation"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_process_part>	"process"@en	"has process part"@en	"process"@en
<http://www.w3.org/ns/prov#hadGeneration>	"process"@en	"Derivation"	"hadGeneration"	"Generation"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_disrupted_by>	"process"@en	"is disrupted by"@en	"process"@en
<http://www.w3.org/ns/prov#hadGeneration>	"process"@en	"Derivation"	"hadGeneration"	"Generation"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_part_of_process>	"process"@en	"is part of process"@en	"process"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadMember>	"continuant"@en	"Collection"	"hadMember"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPlan>	"occurrent"@en	"Association"	"hadPlan"	"Plan"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPlan>	"process"@en	"Association"	"hadPlan"	"Plan"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPlan>	"process"@en	"Association"	"hadPlan"	"Plan"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPlan>	"process"@en	"Association"	"hadPlan"	"Plan"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadPrimarySource>	"continuant"@en	"Entity"	"hadPrimarySource"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadRole>	"occurrent"@en	"Influence"	"hadRole"	"Role"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadRole>	"process"@en	"Influence"	"hadRole"	"Role"	"realizable entity"@en	<http://purl.obolibrary.org/obo/BFO_0000055>	"process"@en	"realizes"@en	"realizable entity"@en
<http://www.w3.org/ns/prov#hadRole>	"process"@en	"Influence"	"hadRole"	"Role"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadRole>	"process"@en	"Influence"	"hadRole"	"Role"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadRole>	"process"@en	"Influence"	"hadRole"	"Role"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#hadUsage>	"occurrent"@en	"Derivation"	"hadUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000062>	"occurrent"@en	"preceded by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadUsage>	"occurrent"@en	"Derivation"	"hadUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000063>	"occurrent"@en	"precedes"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadUsage>	"occurrent"@en	"Derivation"	"hadUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000117>	"occurrent"@en	"has occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadUsage>	"occurrent"@en	"Derivation"	"hadUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000118>	"occurrent"@en	"has proper occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#hadUsage>	"occurrent"@en	"Derivation"	"hadUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000121>	"occurrent"@en	"has temporal part"@en	"occurrent"@en
